"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","102705","Verify the filters from left to right.""On Lot"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 17:28:59 IST 2025","broken","Fri Aug 08 17:30:42 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","42266","Verify that the grid has the vehicles only with vehicle status as ""On Lot"" ""On Lot"" Tab for Beard Subaru","chromium","Fri Aug 08 15:48:58 IST 2025","passed","Fri Aug 08 15:49:40 IST 2025","","Retailer: Beard Subaru","",""
"","50039","Verify the grid headers displayed. ""In Transit"" Tab for Profile Subaru","chromium","Fri Aug 08 16:01:44 IST 2025","failed","Fri Aug 08 16:02:35 IST 2025","","Retailer: Profile Subaru","",""
"","101149","Verify the Pagination functionality with filters and sort applied for rememberence. ""On Order"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 18:38:40 IST 2025","broken","Fri Aug 08 18:40:21 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","100414","Verify that the vehicle count in the filter should match with the grid data.""In Transit"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 18:07:55 IST 2025","broken","Fri Aug 08 18:09:36 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","50323","Verify the data in the grid when filter and sort applied.""Total Vehicles"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 16:39:49 IST 2025","passed","Fri Aug 08 16:40:40 IST 2025","","Retailer: Subaru of New England Inc","",""
"","55685","Verify the mark sold functionality in ""Total Vehicles"" Tab for Mitchell Subaru","chromium","Fri Aug 08 15:15:03 IST 2025","passed","Fri Aug 08 15:15:59 IST 2025","","Retailer: Mitchell Subaru","",""
"","77830","Verify the Pagination functionality with filters and sort applied for rememberence. ""Total Vehicles"" Tab for Patrick Subaru","chromium","Fri Aug 08 18:40:23 IST 2025","passed","Fri Aug 08 18:41:41 IST 2025","","Retailer: Patrick Subaru","",""
"","24689","Verify the Edit Export Print functionality in ""On Lot"" Tab for Burlington Subaru","chromium","Fri Aug 08 15:03:51 IST 2025","failed","Fri Aug 08 15:04:15 IST 2025","","Retailer: Burlington Subaru","",""
"","54636","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Lot"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 16:07:09 IST 2025","passed","Fri Aug 08 16:08:03 IST 2025","","Retailer: Subaru of New England Inc","",""
"","103518","Verify that the vehicle count in the filter should match with the grid data.""Total Vehicles"" Tab for Secor Subaru","chromium","Fri Aug 08 18:06:12 IST 2025","broken","Fri Aug 08 18:07:55 IST 2025","","Retailer: Secor Subaru","",""
"","72161","Verify Pagination Control in ""Buy a Demo"" Tab for Beard Subaru","chromium","Fri Aug 08 14:01:53 IST 2025","failed","Fri Aug 08 14:03:06 IST 2025","","Retailer: Beard Subaru","",""
"","60757","Verify sort applied is removed when the vehicle is marked as Sold and grid is refreshed. ""Total Vehicles"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 18:21:39 IST 2025","passed","Fri Aug 08 18:22:39 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","30003","Verify the Exported file with all formats when filters and sort were applied..""On Order"" Tab for Burlington Subaru","chromium","Fri Aug 08 17:19:00 IST 2025","failed","Fri Aug 08 17:19:30 IST 2025","","Retailer: Burlington Subaru","",""
"","100126","Buy a Demo: Validate the functionality of the Search box in the 'Buy a Demo' tab. ""Buy a Demo"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 19:16:02 IST 2025","broken","Fri Aug 08 19:17:42 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","44298","Verify the data in the grid when filter and sort applied.""On Order"" Tab for Secor Subaru","chromium","Fri Aug 08 16:45:28 IST 2025","passed","Fri Aug 08 16:46:12 IST 2025","","Retailer: Secor Subaru","",""
"","46648","Verify the Page Index functionality in ""Total Vehicles"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 14:39:28 IST 2025","failed","Fri Aug 08 14:40:15 IST 2025","","Retailer: Subaru of Wakefield","",""
"","49544","Verify  the breadcrumb in ""In Transit"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 14:15:56 IST 2025","passed","Fri Aug 08 14:16:46 IST 2025","","Retailer: Subaru of New England Inc","",""
"","52974","Verify the Page Index functionality in ""On Order"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 14:40:01 IST 2025","failed","Fri Aug 08 14:40:54 IST 2025","","Retailer: Subaru of Wakefield","",""
"","169828","Verify that the ""Search the grid"" function displays results even when filters are applied ""Mark as SSLP"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:33:22 IST 2025","failed","Fri Aug 08 16:36:12 IST 2025","","Retailer: Burlington Subaru","",""
"","39725","Verify the data in the grid when filter and sort applied.""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 16:43:50 IST 2025","failed","Fri Aug 08 16:44:29 IST 2025","","Retailer: Center Subaru","",""
"","89250","Verify  the breadcrumb in ""In Transit"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 14:21:33 IST 2025","failed","Fri Aug 08 14:23:02 IST 2025","","Retailer: Subaru of Wakefield","",""
"","84509","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Lot"" Tab for Mitchell Subaru","chromium","Fri Aug 08 16:09:23 IST 2025","failed","Fri Aug 08 16:10:48 IST 2025","","Retailer: Mitchell Subaru","",""
"","43545","verify the filters displayed ""Total Vehicles"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 14:33:13 IST 2025","passed","Fri Aug 08 14:33:57 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","30748","verify the filters displayed ""In Transit"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 14:32:22 IST 2025","failed","Fri Aug 08 14:32:53 IST 2025","","Retailer: Subaru of Wakefield","",""
"","65507","Verify Sort functionality after Filters applied.""On Order"" Tab for Center Subaru","chromium","Fri Aug 08 16:57:46 IST 2025","passed","Fri Aug 08 16:58:52 IST 2025","","Retailer: Center Subaru","",""
"","51964","Verify the Pagination. ""Total Vehicles"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 15:53:21 IST 2025","passed","Fri Aug 08 15:54:13 IST 2025","","Retailer: Subaru of New England Inc","",""
"","102611","Verify the Exported file with all formats when filters and sort were applied..""Total Vehicles"" Tab for Patrick Subaru","chromium","Fri Aug 08 17:22:02 IST 2025","broken","Fri Aug 08 17:23:45 IST 2025","","Retailer: Patrick Subaru","",""
"","93794","verify the filters displayed ""Total Vehicles"" Tab for Profile Subaru","chromium","Fri Aug 08 14:25:33 IST 2025","passed","Fri Aug 08 14:27:06 IST 2025","","Retailer: Profile Subaru","",""
"","74568","Verify the Page Index functionality in ""Total Vehicles"" Tab for Beard Subaru","chromium","Fri Aug 08 14:36:13 IST 2025","passed","Fri Aug 08 14:37:27 IST 2025","","Retailer: Beard Subaru","",""
"","47521","Verify sort should not be applied for ""Actions"" column ""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 15:59:45 IST 2025","passed","Fri Aug 08 16:00:33 IST 2025","","Retailer: Center Subaru","",""
"","33416","Verify the data in the grid when filter and sort applied.""Total Vehicles"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:43:50 IST 2025","failed","Fri Aug 08 16:44:24 IST 2025","","Retailer: Burlington Subaru","",""
"","44726","Verify the Search Box functionality in ""In Transit"" Tab for Patrick Subaru","chromium","Fri Aug 08 14:52:12 IST 2025","passed","Fri Aug 08 14:52:57 IST 2025","","Retailer: Patrick Subaru","",""
"","100272","verify the filters displayed ""In Transit"" Tab for Profile Subaru","chromium","Fri Aug 08 14:26:55 IST 2025","broken","Fri Aug 08 14:28:36 IST 2025","","Retailer: Profile Subaru","",""
"","65984","Verify filters applied are removed when user clicks on ""Clear Filters"".""In Transit"" Tab for Patrick Subaru","chromium","Fri Aug 08 17:11:42 IST 2025","passed","Fri Aug 08 17:12:48 IST 2025","","Retailer: Patrick Subaru","",""
"","71478","Verify VIN Key popup ""Total Vehicles"" Tab for Mitchell Subaru","chromium","Fri Aug 08 18:49:02 IST 2025","passed","Fri Aug 08 18:50:14 IST 2025","","Retailer: Mitchell Subaru","",""
"","62143","Verify filters applied are removed when user clicks on ""Clear Filters"".""On Lot"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 17:10:39 IST 2025","passed","Fri Aug 08 17:11:42 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","28431","Verify the Pagination functionality with filters and sort applied for rememberence. ""In Transit"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 18:36:39 IST 2025","failed","Fri Aug 08 18:37:08 IST 2025","","Retailer: Subaru of Wakefield","",""
"","81800","Verify the mark sold functionality in ""Total Vehicles"" Tab for Secor Subaru","chromium","Fri Aug 08 15:22:44 IST 2025","passed","Fri Aug 08 15:24:06 IST 2025","","Retailer: Secor Subaru","",""
"","45097","verify the filters displayed ""In Transit"" Tab for Patrick Subaru","chromium","Fri Aug 08 14:34:33 IST 2025","passed","Fri Aug 08 14:35:18 IST 2025","","Retailer: Patrick Subaru","",""
"","29330","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""Total Vehicles"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:12:52 IST 2025","failed","Fri Aug 08 16:13:22 IST 2025","","Retailer: Burlington Subaru","",""
"","28113","Verify the sort applied Is removed when the grid is refreshed by changing / adding the filter.""Total Vehicles"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 16:50:43 IST 2025","failed","Fri Aug 08 16:51:11 IST 2025","","Retailer: Subaru of Wakefield","",""
"","45836","verify the filters displayed ""Total Vehicles"" Tab for Secor Subaru","chromium","Fri Aug 08 14:32:27 IST 2025","passed","Fri Aug 08 14:33:13 IST 2025","","Retailer: Secor Subaru","",""
"","54718","Verify the Exported file with all formats when filters and sort were applied..""In Transit"" Tab for Mitchell Subaru","chromium","Fri Aug 08 17:15:13 IST 2025","passed","Fri Aug 08 17:16:08 IST 2025","","Retailer: Mitchell Subaru","",""
"","30968","Verify the Search Box functionality in ""On Lot"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 14:48:51 IST 2025","failed","Fri Aug 08 14:49:22 IST 2025","","Retailer: Subaru of Wakefield","",""
"","70097","Buy a Demo: Validate the functionality of the Search box in the 'Buy a Demo' tab. ""Buy a Demo"" Tab for Center Subaru","chromium","Fri Aug 08 19:14:50 IST 2025","failed","Fri Aug 08 19:16:00 IST 2025","","Retailer: Center Subaru","",""
"","28618","Validate Breadcrumb Navigation on SSLP Screen ""Mark as SSLP"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:05:19 IST 2025","failed","Fri Aug 08 16:05:47 IST 2025","","Retailer: Burlington Subaru","",""
"","42247","verify the filters displayed ""In Transit"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 14:33:48 IST 2025","passed","Fri Aug 08 14:34:30 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","67903","Verify the sort applied Is removed when the grid is refreshed by changing / adding the filter.""Total Vehicles"" Tab for Center Subaru","chromium","Fri Aug 08 16:49:35 IST 2025","passed","Fri Aug 08 16:50:43 IST 2025","","Retailer: Center Subaru","",""
"","102050","Verify the printed file when filters and sort were applied. Subaru of New England Inc","chromium","Fri Aug 08 19:05:06 IST 2025","broken","Fri Aug 08 19:06:48 IST 2025","","Retailer: Subaru of New England Inc","",""
"","26868","Verify the Pagination functionality with filters and sort applied for rememberence. ""On Order"" Tab for Burlington Subaru","chromium","Fri Aug 08 18:35:41 IST 2025","failed","Fri Aug 08 18:36:08 IST 2025","","Retailer: Burlington Subaru","",""
"","53536","Verify Sorting Functionality in ""Total Vehicles"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 14:05:57 IST 2025","failed","Fri Aug 08 14:06:50 IST 2025","","Retailer: Subaru of New England Inc","",""
"","102750","Verify the filters from right to left.""On Lot"" Tab for Secor Subaru","chromium","Fri Aug 08 17:34:10 IST 2025","broken","Fri Aug 08 17:35:53 IST 2025","","Retailer: Secor Subaru","",""
"","44958","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 16:12:04 IST 2025","failed","Fri Aug 08 16:12:49 IST 2025","","Retailer: Center Subaru","",""
"","31074","Verify sort should not be applied for ""Actions"" column ""On Lot"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:00:28 IST 2025","failed","Fri Aug 08 16:00:59 IST 2025","","Retailer: Burlington Subaru","",""
"","65519","Verify Sort functionality after Filters applied.""Total Vehicles"" Tab for Profile Subaru","chromium","Fri Aug 08 16:53:40 IST 2025","passed","Fri Aug 08 16:54:45 IST 2025","","Retailer: Profile Subaru","",""
"","46605","Verify the Exported file with all formats when filters and sort were applied..""Total Vehicles"" Tab for Profile Subaru","chromium","Fri Aug 08 17:13:32 IST 2025","passed","Fri Aug 08 17:14:18 IST 2025","","Retailer: Profile Subaru","",""
"","45943","Verify the Search Box functionality in ""On Lot"" Tab for Profile Subaru","chromium","Fri Aug 08 14:44:03 IST 2025","passed","Fri Aug 08 14:44:49 IST 2025","","Retailer: Profile Subaru","",""
"","47714","Verify the data in the grid when filter and sort applied.""On Order"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 16:46:15 IST 2025","passed","Fri Aug 08 16:47:02 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","76512","Verify the ""Total Vehicles"" tab count matches the grid count. ""Total Vehicles"" Tab for Profile Subaru","chromium","Fri Aug 08 18:25:26 IST 2025","passed","Fri Aug 08 18:26:43 IST 2025","","Retailer: Profile Subaru","",""
"","62078","Verify VIN Key popup ""In Transit"" Tab for Patrick Subaru","chromium","Fri Aug 08 19:01:06 IST 2025","passed","Fri Aug 08 19:02:08 IST 2025","","Retailer: Patrick Subaru","",""
"","4","Retailer: Burlington Subaru | Tab: On Lot | Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.","chromium","Fri Aug 08 16:24:12 IST 2025","failed","Fri Aug 08 16:24:12 IST 2025","","vehicle-inventory-validations.spec.js","",""
"","45181","Verify that the grid has the vehicles only with vehicle status as ""In Transit"". ""In Transit"" Tab for Secor Subaru","chromium","Fri Aug 08 15:52:36 IST 2025","passed","Fri Aug 08 15:53:21 IST 2025","","Retailer: Secor Subaru","",""
"","44356","Verify the sort applied Is removed when the grid is refreshed by changing / adding the filter.""Total Vehicles"" Tab for Beard Subaru","chromium","Fri Aug 08 16:49:05 IST 2025","passed","Fri Aug 08 16:49:49 IST 2025","","Retailer: Beard Subaru","",""
"","84214","Verify Print Preview Functionality., ""Buy a Demo"" Tab for Patrick Subaru","chromium","Fri Aug 08 19:23:26 IST 2025","failed","Fri Aug 08 19:24:50 IST 2025","","Retailer: Patrick Subaru","",""
"","105241","Verify that the vehicle count in the filter should match with the grid data.""In Transit"" Tab for Beard Subaru","chromium","Fri Aug 08 17:59:08 IST 2025","broken","Fri Aug 08 18:00:53 IST 2025","","Retailer: Beard Subaru","",""
"","100149","Buy a Demo: Validate the functionality of the Search box in the 'Buy a Demo' tab. ""Buy a Demo"" Tab for Secor Subaru","chromium","Fri Aug 08 19:15:59 IST 2025","broken","Fri Aug 08 19:17:39 IST 2025","","Retailer: Secor Subaru","",""
"","43487","Verify VIN Key popup ""Buy a Demo"" Tab for Profile Subaru","chromium","Fri Aug 08 18:48:26 IST 2025","passed","Fri Aug 08 18:49:10 IST 2025","","Retailer: Profile Subaru","",""
"","79899","Verify filters applied are removed when user clicks on ""Clear Filters"".""Total Vehicles"" Tab for Profile Subaru","chromium","Fri Aug 08 17:04:44 IST 2025","passed","Fri Aug 08 17:06:04 IST 2025","","Retailer: Profile Subaru","",""
"","87455","Verify the Page Index functionality in ""Total Vehicles"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 14:40:56 IST 2025","failed","Fri Aug 08 14:42:23 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","103900","Verify that the vehicle count in the filter should match with the grid data.""Total Vehicles"" Tab for Burlington Subaru","chromium","Fri Aug 08 18:02:41 IST 2025","broken","Fri Aug 08 18:04:25 IST 2025","","Retailer: Burlington Subaru","",""
"","103454","Verify that the vehicle count in the filter should match with the grid data.""In Transit"" Tab for Center Subaru","chromium","Fri Aug 08 18:00:55 IST 2025","broken","Fri Aug 08 18:02:39 IST 2025","","Retailer: Center Subaru","",""
"","46434","Verify the data in the grid when filter and sort applied.""Total Vehicles"" Tab for Secor Subaru","chromium","Fri Aug 08 16:45:01 IST 2025","passed","Fri Aug 08 16:45:47 IST 2025","","Retailer: Secor Subaru","",""
"","102733","Verify the filters from left to right.""On Lot"" Tab for Burlington Subaru","chromium","Fri Aug 08 17:27:15 IST 2025","broken","Fri Aug 08 17:28:58 IST 2025","","Retailer: Burlington Subaru","",""
"","96304","Verify the Page Index functionality in ""On Order"" Tab for Mitchell Subaru","chromium","Fri Aug 08 14:36:11 IST 2025","passed","Fri Aug 08 14:37:47 IST 2025","","Retailer: Mitchell Subaru","",""
"","63852","Verify the Pagination. ""Total Vehicles"" Tab for Secor Subaru","chromium","Fri Aug 08 15:56:48 IST 2025","passed","Fri Aug 08 15:57:52 IST 2025","","Retailer: Secor Subaru","",""
"","51433","Verify  the breadcrumb in ""In Transit"" Tab for Profile Subaru","chromium","Fri Aug 08 14:16:46 IST 2025","passed","Fri Aug 08 14:17:37 IST 2025","","Retailer: Profile Subaru","",""
"","102347","Verify that on selecting multiple trims, correctly filters and displays the matching records in the grid. ""Mark as SSLP"" Tab for Center Subaru","chromium","Fri Aug 08 17:49:50 IST 2025","broken","Fri Aug 08 17:51:32 IST 2025","","Retailer: Center Subaru","",""
"","30836","Verify that the trim options displayed are relevant to the selected car model ""Mark as SSLP"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 15:35:01 IST 2025","failed","Fri Aug 08 15:35:32 IST 2025","","Retailer: Subaru of Wakefield","",""
"","96355","Verify the ""Total Vehicles"" tab count matches the grid count. ""Total Vehicles"" Tab for Mitchell Subaru","chromium","Fri Aug 08 18:25:45 IST 2025","passed","Fri Aug 08 18:27:21 IST 2025","","Retailer: Mitchell Subaru","",""
"","32018","Verify that the ""Search the grid"" function displays results even when filters are applied ""Mark as SSLP"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 16:36:12 IST 2025","failed","Fri Aug 08 16:36:44 IST 2025","","Retailer: Subaru of Wakefield","",""
"","43942","Verify the tabs displayed in the ""Inventory"" screen. ""Total Vehicles"" Tab for Patrick Subaru","chromium","Fri Aug 08 18:43:34 IST 2025","passed","Fri Aug 08 18:44:18 IST 2025","","Retailer: Patrick Subaru","",""
"","28124","Verify sort applied is removed when the vehicle is marked as Sold and grid is refreshed. ""Total Vehicles"" Tab for Burlington Subaru","chromium","Fri Aug 08 18:19:01 IST 2025","failed","Fri Aug 08 18:19:29 IST 2025","","Retailer: Burlington Subaru","",""
"","49521","Verify VIN Key popup ""Total Vehicles"" Tab for Profile Subaru","chromium","Fri Aug 08 18:47:37 IST 2025","passed","Fri Aug 08 18:48:26 IST 2025","","Retailer: Profile Subaru","",""
"","27982","Verify the Pagination. ""In Transit"" Tab for Burlington Subaru","chromium","Fri Aug 08 15:55:58 IST 2025","failed","Fri Aug 08 15:56:26 IST 2025","","Retailer: Burlington Subaru","",""
"","102602","Verify the filters from right to left.""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 17:32:26 IST 2025","broken","Fri Aug 08 17:34:09 IST 2025","","Retailer: Center Subaru","",""
"","55025","Verify the Search Box functionality in ""In Transit"" Tab for Secor Subaru","chromium","Fri Aug 08 14:50:09 IST 2025","passed","Fri Aug 08 14:51:04 IST 2025","","Retailer: Secor Subaru","",""
"","45704","Verify the Universal Header for Subaru of New England Inc","chromium","Fri Aug 08 19:02:55 IST 2025","passed","Fri Aug 08 19:03:41 IST 2025","","Retailer: Subaru of New England Inc","",""
"","82690","Verify that selecting a color in the dropdown filters, the records displayed in the grid correctly ""Mark as SSLP"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 15:29:29 IST 2025","passed","Fri Aug 08 15:30:52 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","58503","Verify Sorting Functionality in ""On Lot"" Tab for Profile Subaru","chromium","Fri Aug 08 14:07:44 IST 2025","failed","Fri Aug 08 14:08:42 IST 2025","","Retailer: Profile Subaru","",""
"","58718","Verify Sort functionality after Filters applied.""On Lot"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 16:52:52 IST 2025","passed","Fri Aug 08 16:53:50 IST 2025","","Retailer: Subaru of New England Inc","",""
"","103296","Verify the Exported file with all formats when filters and sort were applied..""On Lot"" Tab for Patrick Subaru","chromium","Fri Aug 08 17:22:26 IST 2025","broken","Fri Aug 08 17:24:09 IST 2025","","Retailer: Patrick Subaru","",""
"","102282","Verify the Edit Export Print functionality in ""Total Vehicles"" Tab for Patrick Subaru","chromium","Fri Aug 08 15:09:01 IST 2025","broken","Fri Aug 08 15:10:43 IST 2025","","Retailer: Patrick Subaru","",""
"","63827","Verify that the ""Search the grid"" function displays results even when filters are applied ""Mark as SSLP"" Tab for Secor Subaru","chromium","Fri Aug 08 16:36:15 IST 2025","passed","Fri Aug 08 16:37:19 IST 2025","","Retailer: Secor Subaru","",""
"","57820","Verify Print Preview Functionality., ""Mark as SSLP"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 19:22:20 IST 2025","passed","Fri Aug 08 19:23:17 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","97814","Verify the Page Index functionality in ""Total Vehicles"" Tab for Center Subaru","chromium","Fri Aug 08 14:37:27 IST 2025","passed","Fri Aug 08 14:39:05 IST 2025","","Retailer: Center Subaru","",""
"","84563","Verify that the trim options displayed are relevant to the selected car model ""Buy a Demo"" Tab for Mitchell Subaru","chromium","Fri Aug 08 15:32:05 IST 2025","failed","Fri Aug 08 15:33:30 IST 2025","","Retailer: Mitchell Subaru","",""
"","55057","Verify that the grid has the vehicles only with vehicle status as ""On Lot"" ""On Lot"" Tab for Patrick Subaru","chromium","Fri Aug 08 15:50:15 IST 2025","passed","Fri Aug 08 15:51:10 IST 2025","","Retailer: Patrick Subaru","",""
"","52283","Verify that selecting a color in the dropdown filters, the records displayed in the grid correctly ""Mark as SSLP"" Tab for Beard Subaru","chromium","Fri Aug 08 15:28:05 IST 2025","failed","Fri Aug 08 15:28:57 IST 2025","","Retailer: Beard Subaru","",""
"","40611","Verify that the ""Search the grid"" function displays results even when filters are applied ""Mark as SSLP"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 16:28:57 IST 2025","failed","Fri Aug 08 16:29:37 IST 2025","","Retailer: Subaru of New England Inc","",""
"","70461","Verify the sort applied Is removed when the grid is refreshed by changing / adding the filter.""On Order"" Tab for Secor Subaru","chromium","Fri Aug 08 16:51:13 IST 2025","passed","Fri Aug 08 16:52:24 IST 2025","","Retailer: Secor Subaru","",""
"","68479","Verify Print Preview Functionality., ""Buy a Demo"" Tab for Center Subaru","chromium","Fri Aug 08 19:20:37 IST 2025","failed","Fri Aug 08 19:21:45 IST 2025","","Retailer: Center Subaru","",""
"","27650","Verify the Search Box functionality in ""On Lot"" Tab for Burlington Subaru","chromium","Fri Aug 08 14:48:10 IST 2025","failed","Fri Aug 08 14:48:38 IST 2025","","Retailer: Burlington Subaru","",""
"","100486","Verify the grid customization functionality after the filters applied.""On Order"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 17:43:25 IST 2025","broken","Fri Aug 08 17:45:06 IST 2025","","Retailer: Subaru of Wakefield","",""
"","47062","Verify the Exported file with all formats when filters and sort were applied..""On Lot"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 17:12:45 IST 2025","passed","Fri Aug 08 17:13:32 IST 2025","","Retailer: Subaru of New England Inc","",""
"","68246","Verify the Pagination functionality with filters and sort applied for rememberence. ""Total Vehicles"" Tab for Center Subaru","chromium","Fri Aug 08 18:35:20 IST 2025","passed","Fri Aug 08 18:36:29 IST 2025","","Retailer: Center Subaru","",""
"","96298","Verify that the ""Search the grid"" function displays results even when filters are applied ""Mark as SSLP"" Tab for Beard Subaru","chromium","Fri Aug 08 16:30:26 IST 2025","failed","Fri Aug 08 16:32:02 IST 2025","","Retailer: Beard Subaru","",""
"","27752","Verify VIN Key popup ""Total Vehicles"" Tab for Burlington Subaru","chromium","Fri Aug 08 18:54:49 IST 2025","failed","Fri Aug 08 18:55:17 IST 2025","","Retailer: Burlington Subaru","",""
"","57223","Verify the UI when large stock / Comment is added ""On Lot"" Tab for Profile Subaru","chromium","Fri Aug 08 15:38:39 IST 2025","failed","Fri Aug 08 15:39:36 IST 2025","","Retailer: Profile Subaru","",""
"","53191","Verify the Search Box functionality in ""On Order"" Tab for Patrick Subaru","chromium","Fri Aug 08 14:51:57 IST 2025","passed","Fri Aug 08 14:52:51 IST 2025","","Retailer: Patrick Subaru","",""
"","36894","Verify Sorting Functionality in ""On Lot"" Tab for Patrick Subaru","chromium","Fri Aug 08 14:15:28 IST 2025","failed","Fri Aug 08 14:16:05 IST 2025","","Retailer: Patrick Subaru","",""
"","79141","Verify that selecting a color in the dropdown filters, the records displayed in the grid correctly ""Mark as SSLP"" Tab for Patrick Subaru","chromium","Fri Aug 08 15:29:33 IST 2025","passed","Fri Aug 08 15:30:52 IST 2025","","Retailer: Patrick Subaru","",""
"","64980","Verify the ""Total Vehicles"" tab count matches the grid count. ""Total Vehicles"" Tab for Beard Subaru","chromium","Fri Aug 08 18:26:43 IST 2025","passed","Fri Aug 08 18:27:48 IST 2025","","Retailer: Beard Subaru","",""
"","48159","Verify  the breadcrumb in ""In Transit"" Tab for Secor Subaru","chromium","Fri Aug 08 14:22:31 IST 2025","passed","Fri Aug 08 14:23:19 IST 2025","","Retailer: Secor Subaru","",""
"","102464","Verify the Edit Export Print functionality in ""On Order"" Tab for Secor Subaru","chromium","Fri Aug 08 15:05:32 IST 2025","broken","Fri Aug 08 15:07:15 IST 2025","","Retailer: Secor Subaru","",""
"","53491","Verify Print Preview Functionality., ""Mark as SSLP"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 19:17:40 IST 2025","failed","Fri Aug 08 19:18:34 IST 2025","","Retailer: Subaru of New England Inc","",""
"","27701","Verify the Exported file with all formats when filters and sort were applied..""On Order"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 17:19:34 IST 2025","failed","Fri Aug 08 17:20:02 IST 2025","","Retailer: Subaru of Wakefield","",""
"","64343","Verify VIN Key popup ""Total Vehicles"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 18:58:53 IST 2025","failed","Fri Aug 08 18:59:58 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","25888","Verify filters applied are removed when user clicks on ""Clear Filters"".""On Lot"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 17:09:14 IST 2025","failed","Fri Aug 08 17:09:40 IST 2025","","Retailer: Subaru of Wakefield","",""
"","103187","Verify the filters from left to right.""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 17:25:59 IST 2025","broken","Fri Aug 08 17:27:43 IST 2025","","Retailer: Center Subaru","",""
"","48832","Verify sort should not be applied for ""Actions"" column ""On Lot"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 15:58:50 IST 2025","passed","Fri Aug 08 15:59:39 IST 2025","","Retailer: Subaru of New England Inc","",""
"","55049","Verify the Pagination. ""Total Vehicles"" Tab for Beard Subaru","chromium","Fri Aug 08 15:55:03 IST 2025","passed","Fri Aug 08 15:55:58 IST 2025","","Retailer: Beard Subaru","",""
