"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","45451","Verify the Search Box functionality in ""On Lot"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 14:42:46 IST 2025","passed","Fri Aug 08 14:43:32 IST 2025","","Retailer: Subaru of New England Inc","",""
"","67801","Verify sort applied is removed when the vehicle is marked as Sold and grid is refreshed. ""Total Vehicles"" Tab for Profile Subaru","chromium","Fri Aug 08 18:13:10 IST 2025","passed","Fri Aug 08 18:14:18 IST 2025","","Retailer: Profile Subaru","",""
"","44230","Verify the Search Box functionality in ""Total Vehicles"" Tab for Profile Subaru","chromium","Fri Aug 08 14:43:32 IST 2025","passed","Fri Aug 08 14:44:16 IST 2025","","Retailer: Profile Subaru","",""
"","61712","Verify filters applied are removed when user clicks on ""Clear Filters"".""Total Vehicles"" Tab for Mitchell Subaru","chromium","Fri Aug 08 17:05:36 IST 2025","passed","Fri Aug 08 17:06:38 IST 2025","","Retailer: Mitchell Subaru","",""
"","50900","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Order"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 16:26:39 IST 2025","passed","Fri Aug 08 16:27:30 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","48826","Verify VIN Key popup ""Total Vehicles"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 18:46:26 IST 2025","failed","Fri Aug 08 18:47:15 IST 2025","","Retailer: Subaru of New England Inc","",""
"","93489","verify the filters displayed ""On Order"" Tab for Beard Subaru","chromium","Fri Aug 08 14:29:23 IST 2025","passed","Fri Aug 08 14:30:56 IST 2025","","Retailer: Beard Subaru","",""
"","33798","Verify Sort functionality after Filters applied.""Total Vehicles"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:58:13 IST 2025","failed","Fri Aug 08 16:58:46 IST 2025","","Retailer: Burlington Subaru","",""
"","103609","Verify that the vehicle count in the filter should match with the grid data.""Total Vehicles"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 18:04:26 IST 2025","broken","Fri Aug 08 18:06:10 IST 2025","","Retailer: Subaru of Wakefield","",""
"","35241","Verify the Pagination. ""Total Vehicles"" Tab for Burlington Subaru","chromium","Fri Aug 08 15:55:56 IST 2025","failed","Fri Aug 08 15:56:31 IST 2025","","Retailer: Burlington Subaru","",""
"","50724","Verify the Page Index functionality in ""On Order"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 14:35:17 IST 2025","passed","Fri Aug 08 14:36:08 IST 2025","","Retailer: Subaru of New England Inc","",""
"","65850","Verify Sort functionality after Filters applied.""On Lot"" Tab for Mitchell Subaru","chromium","Fri Aug 08 16:54:56 IST 2025","passed","Fri Aug 08 16:56:02 IST 2025","","Retailer: Mitchell Subaru","",""
"","91170","Verify the Pagination functionality with filters and sort applied for rememberence. ""Total Vehicles"" Tab for Mitchell Subaru","chromium","Fri Aug 08 18:32:46 IST 2025","passed","Fri Aug 08 18:34:17 IST 2025","","Retailer: Mitchell Subaru","",""
"","48462","Verify the grid headers displayed. ""In Transit"" Tab for Secor Subaru","chromium","Fri Aug 08 16:03:19 IST 2025","failed","Fri Aug 08 16:04:07 IST 2025","","Retailer: Secor Subaru","",""
"","102928","Verify VIN Key popup ""In Transit"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 18:58:57 IST 2025","broken","Fri Aug 08 19:00:40 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","49944","Verify the data in the grid when filter and sort applied.""On Lot"" Tab for Mitchell Subaru","chromium","Fri Aug 08 16:42:08 IST 2025","passed","Fri Aug 08 16:42:58 IST 2025","","Retailer: Mitchell Subaru","",""
"","51764","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Order"" Tab for Secor Subaru","chromium","Fri Aug 08 16:25:21 IST 2025","passed","Fri Aug 08 16:26:13 IST 2025","","Retailer: Secor Subaru","",""
"","45636","Verify the data in the grid when filter and sort applied.""On Lot"" Tab for Profile Subaru","chromium","Fri Aug 08 16:41:22 IST 2025","passed","Fri Aug 08 16:42:08 IST 2025","","Retailer: Profile Subaru","",""
"","65022","Verify the Pagination functionality with filters and sort applied for rememberence. ""On Order"" Tab for Beard Subaru","chromium","Fri Aug 08 18:33:40 IST 2025","passed","Fri Aug 08 18:34:45 IST 2025","","Retailer: Beard Subaru","",""
"","52809","Verify the mark sold functionality in ""On Order"" Tab for Mitchell Subaru","chromium","Fri Aug 08 15:16:00 IST 2025","failed","Fri Aug 08 15:16:53 IST 2025","","Retailer: Mitchell Subaru","",""
"","60752","Verify sort applied is removed when the vehicle is marked as Sold and grid is refreshed. ""On Order"" Tab for Beard Subaru","chromium","Fri Aug 08 18:17:19 IST 2025","passed","Fri Aug 08 18:18:20 IST 2025","","Retailer: Beard Subaru","",""
"","102686","Verify that the vehicle count in the filter should match with the grid data.""Total Vehicles"" Tab for Patrick Subaru","chromium","Fri Aug 08 18:09:39 IST 2025","broken","Fri Aug 08 18:11:22 IST 2025","","Retailer: Patrick Subaru","",""
"","44289","Validate Breadcrumb Navigation on SSLP Screen ""Mark as SSLP"" Tab for Patrick Subaru","chromium","Fri Aug 08 16:06:24 IST 2025","passed","Fri Aug 08 16:07:08 IST 2025","","Retailer: Patrick Subaru","",""
"","45011","Verify the Search Box functionality in ""On Lot"" Tab for Mitchell Subaru","chromium","Fri Aug 08 14:44:57 IST 2025","failed","Fri Aug 08 14:45:42 IST 2025","","Retailer: Mitchell Subaru","",""
"","101926","Verify the Edit Export Print functionality in ""On Lot"" Tab for Beard Subaru","chromium","Fri Aug 08 14:59:51 IST 2025","broken","Fri Aug 08 15:01:32 IST 2025","","Retailer: Beard Subaru","",""
"","42170","Verify the tabs displayed in the ""Inventory"" screen. ""Total Vehicles"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 18:43:11 IST 2025","passed","Fri Aug 08 18:43:53 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","26979","Verify the data in the grid when filter and sort applied.""Total Vehicles"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 16:44:32 IST 2025","failed","Fri Aug 08 16:44:59 IST 2025","","Retailer: Subaru of Wakefield","",""
"","45481","Verify the Search Box functionality in ""On Lot"" Tab for Patrick Subaru","chromium","Fri Aug 08 14:51:51 IST 2025","passed","Fri Aug 08 14:52:37 IST 2025","","Retailer: Patrick Subaru","",""
"","44761","Verify the sort applied Is removed when the grid is refreshed by changing / adding the filter.""On Order"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 16:51:44 IST 2025","passed","Fri Aug 08 16:52:29 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","26162","Verify the grid headers displayed. ""In Transit"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 16:03:12 IST 2025","failed","Fri Aug 08 16:03:38 IST 2025","","Retailer: Subaru of Wakefield","",""
"","103992","Verify the printed file when filters and sort were applied. Patrick Subaru","chromium","Fri Aug 08 19:09:05 IST 2025","broken","Fri Aug 08 19:10:49 IST 2025","","Retailer: Patrick Subaru","",""
"","43067","verify the filters displayed ""In Transit"" Tab for Center Subaru","chromium","Fri Aug 08 14:31:12 IST 2025","passed","Fri Aug 08 14:31:55 IST 2025","","Retailer: Center Subaru","",""
"","55085","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Order"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 16:07:26 IST 2025","passed","Fri Aug 08 16:08:21 IST 2025","","Retailer: Subaru of New England Inc","",""
"","102738","Verify the filters from left to right.""On Lot"" Tab for Mitchell Subaru","chromium","Fri Aug 08 17:25:31 IST 2025","broken","Fri Aug 08 17:27:14 IST 2025","","Retailer: Mitchell Subaru","",""
"","26657","Verify  the breadcrumb in ""On Lot"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 14:22:03 IST 2025","failed","Fri Aug 08 14:22:29 IST 2025","","Retailer: Subaru of Wakefield","",""
"","55219","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""In Transit"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 16:07:29 IST 2025","passed","Fri Aug 08 16:08:24 IST 2025","","Retailer: Subaru of New England Inc","",""
"","53973","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Order"" Tab for Patrick Subaru","chromium","Fri Aug 08 16:28:02 IST 2025","passed","Fri Aug 08 16:28:56 IST 2025","","Retailer: Patrick Subaru","",""
"","29955","Verify the mark sold functionality in ""In Transit"" Tab for Burlington Subaru","chromium","Fri Aug 08 15:21:40 IST 2025","failed","Fri Aug 08 15:22:10 IST 2025","","Retailer: Burlington Subaru","",""
"","51841","verify the filters displayed ""In Transit"" Tab for Secor Subaru","chromium","Fri Aug 08 14:32:56 IST 2025","passed","Fri Aug 08 14:33:48 IST 2025","","Retailer: Secor Subaru","",""
"","45452","Verify that the grid has the vehicles only with vehicle status as ""On Lot"" ""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 15:49:05 IST 2025","passed","Fri Aug 08 15:49:51 IST 2025","","Retailer: Center Subaru","",""
"","51050","Verify VIN Key popup ""Buy a Demo"" Tab for Secor Subaru","chromium","Fri Aug 08 18:57:36 IST 2025","passed","Fri Aug 08 18:58:27 IST 2025","","Retailer: Secor Subaru","",""
"","30131","Verify the Pagination. ""In Transit"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 15:56:35 IST 2025","failed","Fri Aug 08 15:57:05 IST 2025","","Retailer: Subaru of Wakefield","",""
"","101535","Verify that the ""Search the grid"" function displays results even when filters are applied ""Buy a Demo"" Tab for Secor Subaru","chromium","Fri Aug 08 16:36:15 IST 2025","failed","Fri Aug 08 16:37:57 IST 2025","","Retailer: Secor Subaru","",""
"","50790","Validate Breadcrumb Navigation on SSLP Screen ""Mark as SSLP"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 16:04:11 IST 2025","failed","Fri Aug 08 16:05:02 IST 2025","","Retailer: Subaru of New England Inc","",""
"","48153","Verify the Pagination. ""In Transit"" Tab for Mitchell Subaru","chromium","Fri Aug 08 15:54:20 IST 2025","passed","Fri Aug 08 15:55:08 IST 2025","","Retailer: Mitchell Subaru","",""
"","42851","Validate Breadcrumb Navigation on SSLP Screen ""Mark as SSLP"" Tab for Mitchell Subaru","chromium","Fri Aug 08 16:04:36 IST 2025","passed","Fri Aug 08 16:05:18 IST 2025","","Retailer: Mitchell Subaru","",""
"","45582","Verify the UI when large stock / Comment is added ""On Lot"" Tab for Secor Subaru","chromium","Fri Aug 08 15:45:01 IST 2025","failed","Fri Aug 08 15:45:47 IST 2025","","Retailer: Secor Subaru","",""
"","103207","Verify the mark sold functionality in ""On Order"" Tab for Profile Subaru","chromium","Fri Aug 08 15:14:14 IST 2025","broken","Fri Aug 08 15:15:57 IST 2025","","Retailer: Profile Subaru","",""
"","28212","Verify the Exported file with all formats when filters and sort were applied..""In Transit"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 17:20:03 IST 2025","failed","Fri Aug 08 17:20:32 IST 2025","","Retailer: Subaru of Wakefield","",""
"","49113","Verify the Search Box functionality in ""Total Vehicles"" Tab for Center Subaru","chromium","Fri Aug 08 14:46:30 IST 2025","passed","Fri Aug 08 14:47:19 IST 2025","","Retailer: Center Subaru","",""
"","200016","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Order"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:13:13 IST 2025","broken","Fri Aug 08 16:16:33 IST 2025","","Retailer: Burlington Subaru","",""
"","101307","Verify that on selecting multiple trims, correctly filters and displays the matching records in the grid. ""Mark as SSLP"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 17:52:09 IST 2025","broken","Fri Aug 08 17:53:50 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","28588","Verify the UI when large stock / Comment is added ""In Transit"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 15:44:49 IST 2025","failed","Fri Aug 08 15:45:18 IST 2025","","Retailer: Subaru of Wakefield","",""
"","65121","Verify that selecting a color in the dropdown filters, the records displayed in the grid correctly ""Mark as SSLP"" Tab for Profile Subaru","chromium","Fri Aug 08 15:27:29 IST 2025","failed","Fri Aug 08 15:28:35 IST 2025","","Retailer: Profile Subaru","",""
"","38566","Verify Sorting Functionality in ""On Lot"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 14:14:47 IST 2025","failed","Fri Aug 08 14:15:26 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","104014","Verify VIN Key popup ""In Transit"" Tab for Center Subaru","chromium","Fri Aug 08 18:53:31 IST 2025","broken","Fri Aug 08 18:55:15 IST 2025","","Retailer: Center Subaru","",""
"","100410","Verify the Pagination functionality with filters and sort applied for rememberence. ""In Transit"" Tab for Mitchell Subaru","chromium","Fri Aug 08 18:32:31 IST 2025","broken","Fri Aug 08 18:34:12 IST 2025","","Retailer: Mitchell Subaru","",""
"","77637","Verify the Pagination functionality with filters and sort applied for rememberence. ""Total Vehicles"" Tab for Secor Subaru","chromium","Fri Aug 08 18:37:25 IST 2025","passed","Fri Aug 08 18:38:42 IST 2025","","Retailer: Secor Subaru","",""
"","81341","Verify that the trim options displayed are relevant to the selected car model ""Buy a Demo"" Tab for Patrick Subaru","chromium","Fri Aug 08 15:36:25 IST 2025","failed","Fri Aug 08 15:37:46 IST 2025","","Retailer: Patrick Subaru","",""
"","62833","Verify filters applied are removed when user clicks on ""Clear Filters"".""On Lot"" Tab for Mitchell Subaru","chromium","Fri Aug 08 17:06:04 IST 2025","passed","Fri Aug 08 17:07:07 IST 2025","","Retailer: Mitchell Subaru","",""
"","44920","Verify Pagination Control in ""Buy a Demo"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 14:05:12 IST 2025","passed","Fri Aug 08 14:05:57 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","66357","Verify the mark sold functionality in ""On Order"" Tab for Patrick Subaru","chromium","Fri Aug 08 15:26:23 IST 2025","passed","Fri Aug 08 15:27:29 IST 2025","","Retailer: Patrick Subaru","",""
"","51840","Verify VIN Key popup ""Total Vehicles"" Tab for Beard Subaru","chromium","Fri Aug 08 18:51:13 IST 2025","passed","Fri Aug 08 18:52:05 IST 2025","","Retailer: Beard Subaru","",""
"","40568","Verify the Pagination functionality with filters and sort applied for rememberence. ""In Transit"" Tab for Beard Subaru","chromium","Fri Aug 08 18:34:14 IST 2025","failed","Fri Aug 08 18:34:54 IST 2025","","Retailer: Beard Subaru","",""
"","62776","Verify Sort functionality after Filters applied.""On Order"" Tab for Secor Subaru","chromium","Fri Aug 08 16:59:50 IST 2025","passed","Fri Aug 08 17:00:53 IST 2025","","Retailer: Secor Subaru","",""
"","62722","Verify the mark sold functionality in ""On Order"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 15:25:11 IST 2025","passed","Fri Aug 08 15:26:13 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","45517","Verify sort applied is removed when the vehicle is marked as Sold and grid is refreshed. ""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 18:18:12 IST 2025","failed","Fri Aug 08 18:18:57 IST 2025","","Retailer: Center Subaru","",""
"","57782","Verify filters applied are removed when user clicks on ""Clear Filters"".""On Lot"" Tab for Patrick Subaru","chromium","Fri Aug 08 17:11:47 IST 2025","passed","Fri Aug 08 17:12:44 IST 2025","","Retailer: Patrick Subaru","",""
"","102985","Verify the printed file when filters and sort were applied. Mitchell Subaru","chromium","Fri Aug 08 19:05:44 IST 2025","broken","Fri Aug 08 19:07:27 IST 2025","","Retailer: Mitchell Subaru","",""
"","43338","Verify the Search Box functionality in ""On Order"" Tab for Beard Subaru","chromium","Fri Aug 08 14:46:17 IST 2025","passed","Fri Aug 08 14:47:00 IST 2025","","Retailer: Beard Subaru","",""
"","88548","Validate Mark SSLP for Mitchell Subaru","chromium","Fri Aug 08 13:57:07 IST 2025","failed","Fri Aug 08 13:58:36 IST 2025","","Retailer: Mitchell Subaru","",""
"","46368","Verify that the ""Search the grid"" function displays results even when filters are applied ""Buy a Demo"" Tab for Patrick Subaru","chromium","Fri Aug 08 16:39:46 IST 2025","failed","Fri Aug 08 16:40:33 IST 2025","","Retailer: Patrick Subaru","",""
"","70296","Verify Sort functionality after Filters applied.""Total Vehicles"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 16:52:29 IST 2025","passed","Fri Aug 08 16:53:40 IST 2025","","Retailer: Subaru of New England Inc","",""
"","30559","Verify that selecting a color in the dropdown filters, the records displayed in the grid correctly ""Mark as SSLP"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 15:29:00 IST 2025","failed","Fri Aug 08 15:29:31 IST 2025","","Retailer: Subaru of Wakefield","",""
"","52019","Verify the Search Box functionality in ""In Transit"" Tab for Center Subaru","chromium","Fri Aug 08 14:47:19 IST 2025","passed","Fri Aug 08 14:48:11 IST 2025","","Retailer: Center Subaru","",""
"","63590","Verify Sort functionality after Filters applied.""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 16:57:06 IST 2025","failed","Fri Aug 08 16:58:10 IST 2025","","Retailer: Center Subaru","",""
"","73881","Verify Print Preview Functionality., ""Buy a Demo"" Tab for Secor Subaru","chromium","Fri Aug 08 19:22:10 IST 2025","failed","Fri Aug 08 19:23:24 IST 2025","","Retailer: Secor Subaru","",""
"","33442","Validate Mark SSLP for Subaru of Wakefield","chromium","Fri Aug 08 13:59:49 IST 2025","failed","Fri Aug 08 14:00:22 IST 2025","","Retailer: Subaru of Wakefield","",""
"","46639","Verify the data in the grid when filter and sort applied.""On Order"" Tab for Mitchell Subaru","chromium","Fri Aug 08 16:42:11 IST 2025","passed","Fri Aug 08 16:42:57 IST 2025","","Retailer: Mitchell Subaru","",""
"","42467","Verify the Universal Header for Patrick Subaru","chromium","Fri Aug 08 19:05:01 IST 2025","passed","Fri Aug 08 19:05:44 IST 2025","","Retailer: Patrick Subaru","",""
"","26308","Verify the data in the grid when filter and sort applied.""On Lot"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:44:27 IST 2025","failed","Fri Aug 08 16:44:54 IST 2025","","Retailer: Burlington Subaru","",""
"","36601","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""On Lot"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 16:24:14 IST 2025","failed","Fri Aug 08 16:24:51 IST 2025","","Retailer: Subaru of Wakefield","",""
"","45472","Verify the Universal Header for Center Subaru","chromium","Fri Aug 08 19:03:42 IST 2025","passed","Fri Aug 08 19:04:27 IST 2025","","Retailer: Center Subaru","",""
"","27163","Verify the data in the grid when filter and sort applied.""On Order"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 16:44:58 IST 2025","failed","Fri Aug 08 16:45:25 IST 2025","","Retailer: Subaru of Wakefield","",""
"","59819","Verify that the trim options displayed are relevant to the selected car model ""Mark as SSLP"" Tab for Center Subaru","chromium","Fri Aug 08 15:33:56 IST 2025","failed","Fri Aug 08 15:34:56 IST 2025","","Retailer: Center Subaru","",""
"","27328","Verify sort applied is removed when the vehicle is marked as Sold and grid is refreshed. ""Total Vehicles"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 18:19:55 IST 2025","failed","Fri Aug 08 18:20:22 IST 2025","","Retailer: Subaru of Wakefield","",""
"","103228","Verify the filters from right to left.""On Lot"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 17:33:00 IST 2025","broken","Fri Aug 08 17:34:43 IST 2025","","Retailer: Subaru of Wakefield","",""
"","26366","Verify Pagination Control in ""Mark as SSLP"" Tab for Burlington Subaru","chromium","Fri Aug 08 14:03:36 IST 2025","failed","Fri Aug 08 14:04:02 IST 2025","","Retailer: Burlington Subaru","",""
"","57950","Verify the UI when large stock / Comment is added ""Total Vehicles"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 15:45:47 IST 2025","failed","Fri Aug 08 15:46:45 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","43488","Verify that the trim options displayed are relevant to the selected car model ""Mark as SSLP"" Tab for Beard Subaru","chromium","Fri Aug 08 15:33:09 IST 2025","failed","Fri Aug 08 15:33:52 IST 2025","","Retailer: Beard Subaru","",""
"","36788","Verify Sort functionality after Filters applied.""On Lot"" Tab for Burlington Subaru","chromium","Fri Aug 08 16:58:34 IST 2025","failed","Fri Aug 08 16:59:11 IST 2025","","Retailer: Burlington Subaru","",""
"","51916","Verify  the breadcrumb in ""Total Vehicles"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 14:23:04 IST 2025","passed","Fri Aug 08 14:23:56 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","44342","Verify filters applied are removed when user clicks on ""Clear Filters"".""On Lot"" Tab for Center Subaru","chromium","Fri Aug 08 17:07:57 IST 2025","failed","Fri Aug 08 17:08:41 IST 2025","","Retailer: Center Subaru","",""
"","44005","Verify Print Preview Functionality., ""Mark as SSLP"" Tab for Beard Subaru","chromium","Fri Aug 08 19:19:48 IST 2025","failed","Fri Aug 08 19:20:32 IST 2025","","Retailer: Beard Subaru","",""
"","37574","Verify Sorting Functionality in ""On Lot"" Tab for Secor Subaru","chromium","Fri Aug 08 14:14:08 IST 2025","failed","Fri Aug 08 14:14:45 IST 2025","","Retailer: Secor Subaru","",""
"","49843","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""Total Vehicles"" Tab for Secor Subaru","chromium","Fri Aug 08 16:24:58 IST 2025","passed","Fri Aug 08 16:25:48 IST 2025","","Retailer: Secor Subaru","",""
"","57415","Verify  the breadcrumb in ""In Transit"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 14:23:19 IST 2025","passed","Fri Aug 08 14:24:17 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","105435","Verify the UI when large stock / Comment is added ""Total Vehicles"" Tab for Beard Subaru","chromium","Fri Aug 08 15:39:43 IST 2025","broken","Fri Aug 08 15:41:28 IST 2025","","Retailer: Beard Subaru","",""
"","45540","Verify the UI when large stock / Comment is added ""Total Vehicles"" Tab for Mitchell Subaru","chromium","Fri Aug 08 15:38:48 IST 2025","failed","Fri Aug 08 15:39:33 IST 2025","","Retailer: Mitchell Subaru","",""
"","51662","Verify the UI when large stock / Comment is added ""On Lot"" Tab for Mitchell Subaru","chromium","Fri Aug 08 15:39:39 IST 2025","failed","Fri Aug 08 15:40:30 IST 2025","","Retailer: Mitchell Subaru","",""
"","60915","Verify Sorting Functionality in ""In Transit"" Tab for Profile Subaru","chromium","Fri Aug 08 14:07:37 IST 2025","failed","Fri Aug 08 14:08:38 IST 2025","","Retailer: Profile Subaru","",""
"","59248","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""Total Vehicles"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 16:26:13 IST 2025","passed","Fri Aug 08 16:27:13 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","78709","Verify the Exported file with all formats when filters and sort were applied..""On Order"" Tab for Mitchell Subaru","chromium","Fri Aug 08 17:15:13 IST 2025","passed","Fri Aug 08 17:16:32 IST 2025","","Retailer: Mitchell Subaru","",""
"","44682","Verify Pagination Control in ""Mark as SSLP"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 14:00:54 IST 2025","failed","Fri Aug 08 14:01:38 IST 2025","","Retailer: Subaru of New England Inc","",""
"","103304","Verify the filters from left to right.""On Lot"" Tab for Beard Subaru","chromium","Fri Aug 08 17:25:56 IST 2025","broken","Fri Aug 08 17:27:39 IST 2025","","Retailer: Beard Subaru","",""
"","61382","Verify Sorting Functionality in ""In Transit"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 14:06:35 IST 2025","failed","Fri Aug 08 14:07:36 IST 2025","","Retailer: Subaru of New England Inc","",""
"","43834","Verify that the grid has the vehicles only with vehicle status as ""In Transit"". ""In Transit"" Tab for Reynolds Garage and Marine","chromium","Fri Aug 08 15:52:42 IST 2025","passed","Fri Aug 08 15:53:26 IST 2025","","Retailer: Reynolds Garage and Marine","",""
"","30638","Validate Breadcrumb Navigation on SSLP Screen ""Mark as SSLP"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 16:05:51 IST 2025","failed","Fri Aug 08 16:06:22 IST 2025","","Retailer: Subaru of Wakefield","",""
"","101620","Verify the grid customization functionality after the filters applied.""On Order"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 17:36:28 IST 2025","broken","Fri Aug 08 17:38:10 IST 2025","","Retailer: Subaru of New England Inc","",""
"","48814","Verify the Search Box functionality in ""On Order"" Tab for Mitchell Subaru","chromium","Fri Aug 08 14:44:59 IST 2025","passed","Fri Aug 08 14:45:48 IST 2025","","Retailer: Mitchell Subaru","",""
"","100890","Verify VIN Key popup ""On Lot"" Tab for Mitchell Subaru","chromium","Fri Aug 08 18:49:57 IST 2025","broken","Fri Aug 08 18:51:38 IST 2025","","Retailer: Mitchell Subaru","",""
"","43743","Validate Breadcrumb Navigation on SSLP Screen ""Mark as SSLP"" Tab for Profile Subaru","chromium","Fri Aug 08 16:04:20 IST 2025","passed","Fri Aug 08 16:05:04 IST 2025","","Retailer: Profile Subaru","",""
"","45201","Verify that the trim options displayed are relevant to the selected car model ""Mark as SSLP"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 15:30:52 IST 2025","failed","Fri Aug 08 15:31:37 IST 2025","","Retailer: Subaru of New England Inc","",""
"","43286","Verify that selecting a color in the dropdown filters, the records displayed in the grid correctly ""Mark as SSLP"" Tab for Subaru of New England Inc","chromium","Fri Aug 08 15:27:19 IST 2025","failed","Fri Aug 08 15:28:02 IST 2025","","Retailer: Subaru of New England Inc","",""
"","39931","Verify the tabs displayed in the ""Inventory"" screen. ""Total Vehicles"" Tab for Center Subaru","chromium","Fri Aug 08 18:42:31 IST 2025","passed","Fri Aug 08 18:43:11 IST 2025","","Retailer: Center Subaru","",""
"","63919","Verify Sort functionality after Filters applied.""Total Vehicles"" Tab for Secor Subaru","chromium","Fri Aug 08 16:59:23 IST 2025","passed","Fri Aug 08 17:00:27 IST 2025","","Retailer: Secor Subaru","",""
"","41132","Verify VIN Key popup ""On Lot"" Tab for Beard Subaru","chromium","Fri Aug 08 18:52:05 IST 2025","passed","Fri Aug 08 18:52:46 IST 2025","","Retailer: Beard Subaru","",""
"","45200","Verify the UI when large stock / Comment is added ""In Transit"" Tab for Mitchell Subaru","chromium","Fri Aug 08 15:39:41 IST 2025","failed","Fri Aug 08 15:40:26 IST 2025","","Retailer: Mitchell Subaru","",""
"","52578","Verify the ""Filters"" text is changed to ""Clear Filters"" with applied filters count when filters are applied.""Total Vehicles"" Tab for Mitchell Subaru","chromium","Fri Aug 08 16:09:19 IST 2025","passed","Fri Aug 08 16:10:12 IST 2025","","Retailer: Mitchell Subaru","",""
"","28021","Verify the Exported file with all formats when filters and sort were applied..""In Transit"" Tab for Burlington Subaru","chromium","Fri Aug 08 17:19:04 IST 2025","failed","Fri Aug 08 17:19:32 IST 2025","","Retailer: Burlington Subaru","",""
"","24696","Verify sort applied is removed when the vehicle is marked as Sold and grid is refreshed. ""In Transit"" Tab for Subaru of Wakefield","chromium","Fri Aug 08 18:20:24 IST 2025","failed","Fri Aug 08 18:20:49 IST 2025","","Retailer: Subaru of Wakefield","",""
"","101007","Verify the Pagination functionality with filters and sort applied for rememberence. ""In Transit"" Tab for Secor Subaru","chromium","Fri Aug 08 18:37:09 IST 2025","broken","Fri Aug 08 18:38:50 IST 2025","","Retailer: Secor Subaru","",""
